Title,Score,Comment
놉,2,너무 지루하고 흥미로운 스토리진행도 아님내가 이걸 왜보고있나 생각뿐... 가장 상징적인 물체조차 허접함
비상선언,4,제한된 공간내에서의 재난상황이라는 설정을 하나도 못 살린 졸작
헌트,6,열심히 만들려는 의지가 보였네요. 카메오들이 많아서 눈이 즐거웠습니다.
썬다운,6,현실이 아닌 영화이기 때문에 끝까지 꾹꾹 누르며 의도적으로 긴장감을 즐기며 보았지만 진하다
놉,5,영화가 너무 어렵네요. 해석을 봐도 가슴에 와닿지 않는.
서울대작전,1,"같잖은 추억팔이 영화, 이런 영화보면 감독 믿고 따라간 배우들과 제작진이 불쌍함"
육사오(6/45),7,"그냥 간간히 웃기고,, 볼만 합니다."
미나리,10,"앵두나무 근처에 알짱거리다 벌에 쏘였을 때, 푸고 있던 된장 발라주시던 외할머니. 극중 대사에서 한국 할머니 냄새가 뭔지 알것 친할머니가 떠올랐네요."
육사오(6/45),10,이유없어요 그냥 재밌어ㅋㅋㅋ
불릿 트레인,6,이런 역할 맡기엔 브래드 피트가 너무 늙어버린..
탑건: 매버릭,10,진짜 생생하니 재밌고 존경스러웠음 파일럿들
...ing,10,20년 전 그 시절의 나를 다시 생각나게 하는 영화.영화를 보면서/ 본 후 그 때의 내 감정과 분위기를 다시 한 번 생각나게 하는 가슴 따뜻한 영화.거기에 OST가 영화의 감동을 더해 주는...추억을 만들어 준 영화가 이젠 추억이 되네요.^^
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 빛이나는사람  ~♡♡너~무  좋아요우리곁에 서 항상 노래하는 사람으로 있어주세요
육사오(6/45),10,오랜만에 재밌는 코미디영화ㅜ 고경표 지프차 위에서 박수치는데.... 눈물을 흘렸음 진짜 거의 오열했네 ㅋㅋ
카터,1,하늘에서 날라다니며 총격전 벌이는 장면 너무한듯... 웃음이 나옴
뮬란,7,뮬란이 여성임을 밝히자 샹의 표정이 굳는다. 샹은 게이캐릭터가 맞는것 같다.
빅 히어로,7,"와닿지 않는 미국식 오리엔탈리즘, 그래도 부드러운 맛이 난다."
육사오(6/45),10,좋아요 아주 아주 재미있음
프린스 앤 프린세스,7,그림자 인형극을 스크린으로 본 느낌이다.
렘넌트: 생존자들,3,1. 태양의 이상현상으로 전기장치들이 모두 고장난 상황에서 정부(대통령과 일부 참모진의 지하벙커)의 대처와 작은 마을의 자경(총기무장포함)을 투 트랙으로 그린 영화다.2. 저예산 영화(도입부에 헬기 동원한 것 외에 돈 들어갈만한 장면 없는 것 같음)이라고 해도 참 허접하다.전세계가 위기에 처했는데 각 나라마다의 상황은 커녕 미국내의 다른 지역 상황조차 영상에 하나도 안나온다.대통령과 참모들의 대화에서  중국보다는 전력복구가 빨라야 하지 않느냐는 말이 나오는데 데이터 분석자료나 지역상황 영상이 하나도 안나오고 오로지 지하벙커에서의 대화만 나온다.3. 애초에 지하벙커(백악관이 아니고 어느 시골마을 창고 아래)로 이동하는 자체도 개연성이 없다. 전기가 안들어와서 그렇다는 설정인데..하~ 정말 웃긴다... 대통령이 지휘하는 지하벙커가 정전되면 마비된다고???  비상발전장치는 웬만한 빌딩들도 다 있다...ㅎㅎ3. 대통령 포함 참모들이 두달만에 한사람 빼고 모두 정신이상증세를 보인다...ㅎㅎ4. 마을 자경을 맡게된 책임자의 캐릭터도 참 한심하다.똑부러지게 하다가도 뭔일(나중에 문제 생기는)을 만들려면 멍청하게 대처한다.대장과 아내나 동네 사람들과의 의견대립은 그냥 말한마디로 뭉개진다.그리고 그것이 결국 더 큰 문제로 이어진다.그런데 그 과정이 매끄럽지 못하고 캐릭터에 개연성이 부족하게 느껴지는 건 나만의 생각인가???아무튼 잘 만든 영화라고 추천은 못하겠다.참으로 개연성이 없다..
육사오(6/45),7,"가벼우면서 즐겁게 볼 수 있는 영화. 주연배우들의 코믹 연기만 봐서, 한편으로는 다른 모습의 연기도 보여줬으면 한다."
외계+인 1부,8,잼있구만 평점보고 재미없는지 알았는데~
카터,1,....하늘씬 너무 한거 아니요??? 만들면서 이건 안될거다 느껴지지 않았을까
서울대작전,2,배우가 아까운 영화ㅠㅠ
그녀,8,예나 지금이나 다르지 않은 사랑에 대한 갈증
놉,10,두번봤어요 이 영화는 해석 찾아보는 재미까지가 진짜입니다 사운드에 귀기울여보는 것이 포인트
놉,10,두번봤어요 이 영화는 해석 찾아보는 재미까지가 진짜입니다 사운드에 귀기울여보는 것이 포인트
육사오(6/45),7,개인적은 생각은영화소개 영상을 먼저 보고 가서 그런지 그냥 평타 정도?몇 군데 웃음 포인트가 있긴합니다.
놉,8,근데 그 넘은 소화시킨 건 어찌 처리했을까? 매너있게 우주로 싣고 갔나?
앵커,8,호러물이네요 잘 봤습니다. !!
불릿 트레인,10,감독의 일뽕치사량을 보여주는 영화. 빵형의 능청연기 굿
육사오(6/45),8,재밌었어요 부모님 모시고 가면 재밌겠다 생각 ㅋㅋㅋ
놉,2,마지막결말풍선너무오그라듬...ㅠ보는내내지루했음 ㅠ
비상선언,4,와 어떻게 이 멤버들을 데리고.... 와 이 시나리오를 이 배우들이 왜....
수퍼 소닉2,9,기대안 했는데 의외로 스케일이 커서 놀랐다
중경삼림,10,감동적으로 잘 봤습니다. 최고!!
서울대작전,1,음. 넷플리스가 너무 배우만 믿고 가는듯. 만든분이 작품을 이래 맹글었는디 우째 좋은 평점을 바랄까요? 스포일러없어도 다음 씬이 바로 머리에 떠오르게하는 신비한 일이 생깁니당.
닥터 스트레인지: 대혼돈의 멀티버스,9,B급 호러 장르 좋아해서 잘 봤습니다.
범죄도시2,8,4까지 캐스팅 확정되었다고 하던데 계속 흥행하길!!
쥬라기 월드: 도미니언,5,예전 시리즈의 배우들이 반가운 점 빼고는 지루했어요.
육사오(6/45),10,너무 웃겨서 진짜 미친사람마냥 웃는데 눈치 보이지 않는 영화! 다들 웃고 있으니깐ㅋㅋㅋㅋ
서울대작전,1,정말 별 한개도 아깝습니다
브로커,6,아쉬운 영화였습니다. 그래도 잘 봤습니다.
마녀(魔女) Part2. The Other One,8,시리즈물로서 장기 흥행하길 기원합니다.
버즈 라이트이어,6,좀 지루했네요. 그래도 잘 봤습니다
서울대작전,1,영화관에서 봤으면 화났을듯
놉,9,"도입부를 보면서 이 감독도 맥나이트 샤말란처럼 되려나 했다. 그렇지만 극장을 나올 때, 이 사람은 난 사람이구나, 롱런하겠다고 느꼈다."
탑건: 매버릭,10,청춘들이 부러워지는 영화 ..
모어,8,몇몇 장면들이 자꾸 생각 나네요.
헤어질 결심,7,대사들이 자꾸 생각나네요 잘 봤습니다
룸 쉐어링,8,잘 봤습니다. 마음이 따뜻해지는 영화네요
극장판 주술회전 0,9,재밌게 잘 봤습니다. 최고!!
한산: 용의 출현,7,개인적으로는 명량이 좀더 감동이컸던거같음 이순신의 무게감을 훨씬 더 잘 표현했었다고 해야되나 스케일이랑 화려함 은 한산이 더 좋았다고 봄
남쪽으로 튀어,8,자기 소신대로 사는 걸 거의 포기하고 사는 요즘 시대에 대리만족이 되는 영화였어요~
스파이더맨: 노 웨이 홈,10,"이전 스파이더맨들 시리즈는 거의 다 챙겨봤었는데, 오랜만에 스파이더맨들과 이전의 악당들이 재출연해줘서 너무 반갑고 좋았었습니다."
스텔라,8,좋아하는 배우들이 여럿 등장해서 나쁘진 않았지만 화~악 와 닿는게 부족하네요. 아주 웃기지도 아주 감동적이지도 않고 적당히~.. 어릴 적 포니와 함께 기억 저편에 남아있던 스텔라가 반갑긴 하네요..
토르: 러브 앤 썬더,8,가족영화를 바란 건 아니었는데..
비상선언,7,볼만은했던거같음 딱 그냥 무난햇음
미니언즈2,6,그냥 귀여운 게 다인 영화 . .
외계+인 1부,4,"캐스팅도 아쉽고, 연출도 옛날영화같아요"
한산: 용의 출현,8,"건조하고 담배하고 처절하지 않아서 좋았는데, 그래서 또 약간은 아쉬움"
콜래트럴,7,버디무비 였을까?...
비상선언,3,재난 영화로서의 역할에만 충실했어도 훨 나았을듯
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,빛이나는 사람 김호중 최고입니다
굿바이 마이 프랜드,8,브래드 렌프로(에릭) 약물중독으로 20대 사망. 영화가 아닌 실제 상활이 더 슬프고 안타깝다.
헌트,6,대사가 너무 안들려요
헤어질 결심,10,박찬욱 감독 영화중에 가장 세련된 영화. 거의 모든 부분에서 완벽하다 못해 아름답다.
놉,6,"배경, 역사지식이 전무한 상태로 보려니 어려움"
한산: 용의 출현,6,기대 많이 했는데 재미가 없네요.. 보다가 꺼버림.. 다음날 애국심에 라도 끝까지 보려고 다시 재생했는데 알고 보니 전 날 끝까지 다 봤더라구요.. 그 정도로 기억에 안 남는 영화였어요..
남쪽으로 튀어,1,정말 소름 끼치는 영화다. 상대방이 자기 뜻과 맞지 않으면 납치해서 권총을 갖다대도 되고 다이너마이트로 협박하고 화염병을 던져도 되고.. 원작 읽어보라는 사람은 또 뭔지...각색해서 나온 게 영화인데 영화로서 엉망인 것을 왜 굳이 소설은 훌륭하다는 소리를 하는지...그럼 소설만 보고 소설평가하는 곳에 가서 하시던지....운동권들이 자신들의 행했던 불법적이고 폭력적인 수단을 합리화시키는 영화로밖에 안보인다. 상업영화가 아니라 선동영화이다. 이런 영화가 평점 7점이 넘는다는게 우리나라 인간들이 얼마나 지성은 없고 감정에만 의존하여 살며 법 따위는 우습게 아는지를 보여주는 반증이다.
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,#김호중 빛이나는사람 응원합니다 빈체로빈체로
서울대작전,1,"고증 없이 분위기만 갖고 온 레트로, 차를 모르는 자동차 영화, 어줍잖은 시대 의식, 어울리지 못하는 연기."
헌트,10,"엄청난 연기력과 연출력을 동시에 보여준 이정재... 이런 이정재를 압살하는 정우성의 무시무시한 카리스마.... 황정민의 짧고 굵은 존재감....영화 중반 이후, 나의 상상력을 잔인하게 박살낸 흥미로운 반전....모든 것이 만족스러웠다.... 마지막.. 두발씩 두번의 총성이 묘한 여운을 준다.... 80년대를 관통한 중년들에게는 의미가 좀 더 남다를 영화."
헌트,10,"영화에서 시사하는 점도 있고, 인상적으로 봤습니다"
육사오(6/45),7,재밌게 잘 봤습니다.
놉,7,"오프라윈프리쇼에 나오기 위해 목숨 거는 남매의 이야기. 초중반부는 나름 이런 저런 복선과 맥거핀, 코믹한 드립들 보는 재미가 있다. 직접 보고 판단하시길. 우주전쟁의 오마주 같은 느낌도. 스티븐연 보는 재미도"
한산: 용의 출현,10,내가 재밌다고 하면 재밌는거!!!
놉,7,생각보다 이번 영화는 긴장감은 많았지만 그에비해 아쉬웠던 점이 많았다ㅠ
육사오(6/45),10,진짜 겁나웃기다 한국영화보고 돈 안아까운적 처음
미스 슬로운,8,주어진 일에 최선을 다한다는건가? 아니면 옳다고 생각하는 일에 온 힘을 다 쏟는건가? 애매하다.
서울대작전,1,아~~송민호 최악이네 ㅡㅡ
돈 룩 업,8,생각이 많아지는 영화 그 자체
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중  가창력 최고~+
사랑할 땐 누구나 최악이 된다,8,불완전한 누군가의 한 시절. 지나고보면 선택의 결과가 모여 또 한 시절이 흘러간다.그게 최선이든 최악이든.
신비한 동물들과 덤블도어의 비밀,6,회생불가의 시리즈.. 해리포터나 재탕해야지
중경삼림,10,영화관에서 볼 수 있어서 좋았다
서울대작전,10,재미있는데.. 왜...?
앵커,7,어디서 많이 본 듯한 설정. 다소 엉성하다
헌트,6,영화 26년에서도 못죽였는데 여기서도 못죽이네 ㅋ
범죄도시2,8,마동석과 빌런의 존재감이 좋았습니다.
킬러의 보디가드 2: 킬러의 와이프,10,
쥬라기 월드: 도미니언,6,공룡나오는 재난영화로서 충실해야지. 무슨 공생을 다루냐
브로커,4,이 배우들로.. 고작 이런 영화라니
마녀(魔女) Part2. The Other One,8,후반 액션신이 정말 좋았습니다.
서울대작전,1,차를 모르시는 분이 만든 자동차 영화
탑건: 매버릭,9,중반부에 약간 지루한 거 빼면 좋았습니다.
육사오(6/45),8,간만에 많이 웃고 왔습니다 개인적으로 진짜 자지러질정도로 많이 웃었던 극한직업만큼은 아니지만 너무재밌게 보고왔습니다 공동경비구역 JSA 오마주 느낌과 함께 가볍지만 참신하게 풀어나간 느낌이네용
버즈 라이트이어,7,큰 기대 없이 보면 볼 만합니다.
서울대작전,2,기대작이였는데 실망이 컷네요 ㅠ
언페이스풀,10,다이안 레인의 최고의 연기를 볼 수 있어요.  리차드 기어도 최고!
헤어질 결심,6,난 왜 등장인물들의 감정선이 이해가 가질 않는지..
미니언즈2,7,귀여워서 볼 만 했습니다
한산: 용의 출현,8,재밌게 잘 봤습니다.
외계+인 1부,6,이정도 제작비의 영화면 극을 이끌 수 있는 배우를 캐스팅 했어야..
리미트,10,뭔가 부족하다는 느낌?평점 만점 줬지만전체적으로 아쉬움..
육사오(6/45),5,의외로 재미있게 본 분들이 많아서 놀랍네요.
비상선언,4,초반 1시간 때문에 그나마 별 4개
오아시스,10,남주 여주의 연기력..
헌트,7,계속 휘몰아쳐서 좀 따라가기 버거웠다
육사오(6/45),7,유치하지만 가볍고 즐거운 영화!!
육사오(6/45),6,웃으러 갔는데 한번도 못 웃었다.
육사오(6/45),10,간만에 적당히 재밌었음! 로또사러 간드악!!
육사오(6/45),2,"거품이 심한 영화. 극한직업 만큼 혹은 더 재밌다고 해서 굳이 영화관에서 봤는데요. 진짜 그냥 유치하고 웃기지도 않음. 네이버 평점 믿고 가는게 아니었는데;;; 극한직업 비교 안했으면 좋겠어요 (클라쓰가 완전 다름) 극장에 10명도 없었고, 영화도중 2~3회 피식 순간 뿐. 정적만이 ... 영화관에서 볼 영화 절대 아니고 그냥 스마트폰으로 볼만한"
한산: 용의 출현,10,"배우들의 연기가 훌륭했고, 영화 상영 내내 몰입하여 재미있게 보았습니다."
